"parameter_set_id","description","strategy","mean_estimated_rate","mean_true_rate","mean_bias","mean_bias_percent","lower_ci_mean_bias","upper_ci_mean_bias","lower_ci_mean_bias_percent","upper_ci_mean_bias_percent","monitoring_param_set","p_monitor","bias_v","bias_factor","p_sets_select","spp_param_set","species","V","mu_trips","theta_trips","mu_sets","theta_sets","beta_0","sigma_x","sigma_z","theta"
23,"Vessel bias 20%","vessels",535.795343416088,684.434625884541,-148.639282468453,-21.2270541314201,-452.718046643343,184.182607550987,-59.224480738129,28.3698821357295,5,0.2,-2,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
24,"Trip bias 20%","sets",682.635746825031,681.516857430845,1.11888939418566,0.0639515276427841,-97.9585767080621,127.431276127797,-14.0653107537202,16.5777331251624,6,0.2,0,-2,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
24,"Trip bias 20%","trips",136.672826924221,681.516857430845,-544.844030506625,-79.5930313257478,-816.860653049543,-377.415211448846,-86.3106188824269,-72.2131416684838,6,0.2,0,-2,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
24,"Trip bias 20%","vessels",677.657665729351,681.516857430845,-3.85919170149441,-0.317712916714025,-365.914842156994,520.134716145085,-48.6998159178449,75.0111083749584,6,0.2,0,-2,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
25,"Baseline - sub-sample sets","sets",681.912558874186,683.077357216828,-1.16479834264257,-0.222805800875941,-173.75065603045,243.428341903045,-24.0465218621233,32.5250676582395,7,0.3,0,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
25,"Baseline - sub-sample sets","trips",679.380121037825,683.077357216828,-3.69723617900327,-0.333161585906769,-273.726926785286,364.992536023052,-37.8626224873781,50.7381590588565,7,0.3,0,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
25,"Baseline - sub-sample sets","vessels",684.947813662033,683.077357216828,1.87045644520465,0.119884205317507,-319.282803487387,516.90517868113,-42.6569239106888,65.1835249878694,7,0.3,0,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
26,"Vessel bias - sub-sample sets","sets",682.065143613488,684.021033254723,-1.95588964123501,-0.233528081561393,-178.811842717481,217.588629787243,-23.9934627677725,29.0734711576576,8,0.3,-2,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
26,"Vessel bias - sub-sample sets","trips",690.557772880071,684.021033254723,6.53673962534808,0.74584713832234,-236.752773167628,409.421458099493,-32.6102656866221,57.0636084309047,8,0.3,-2,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
26,"Vessel bias - sub-sample sets","vessels",555.682282684303,684.021033254723,-128.338750570419,-18.509874229311,-411.252483471615,228.131042937813,-52.3499281698171,33.2513190175532,8,0.3,-2,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
